interaction_id,customer_id,interaction_date,interaction_type,channel,resolution_time_hours,satisfaction_score,repeat_contact_flag
INT031566,CUST010839,2024-09-28,Complaint,Branch,12.0,2.2,False
INT031567,CUST016923,2024-12-19,Support Call,Branch,18.0,2.5,True
INT031568,CUST016138,2024-04-19,Support Call,Chat,14.7,4.8,False
INT031569,CUST000662,2023-09-20,Support Call,Phone,10.9,3.1,True
INT031570,CUST005795,2023-05-14,Complaint,Mobile App,3.0,2.1,False
INT031571,CUST002785,2023-05-30,Chat,Mobile App,9.2,3.4,False
INT031572,CUST019229,2023-08-20,Branch Visit,Phone,26.1,3.5,True
INT031573,CUST004380,2024-09-17,Branch Visit,Chat,5.7,2.9,False
INT031574,CUST017656,2024-02-14,Email Inquiry,Mobile App,16.6,4.3,False
INT031575,CUST016629,2023-08-18,Chat,Chat,5.3,4.9,False
INT031576,CUST018881,2023-07-27,Support Call,Email,20.0,4.3,False
INT031577,CUST012998,2024-09-26,Branch Visit,Email,12.4,3.8,False
INT031578,CUST011340,2023-09-09,Support Call,Email,5.6,2.1,False
INT031579,CUST006095,2023-06-11,Complaint,Branch,19.2,3.2,False
INT031580,CUST004780,2023-12-16,Email Inquiry,Branch,25.0,2.8,False
INT031581,CUST009465,2023-10-07,Branch Visit,Branch,12.8,5.0,False
INT031582,CUST011936,2023-10-17,Support Call,Email,2.8,4.0,False
INT031583,CUST004711,2023-12-18,Support Call,Phone,33.9,3.4,False
INT031584,CUST000639,2023-09-14,Support Call,Email,2.3,3.7,False
INT031585,CUST009869,2023-12-02,Branch Visit,Phone,3.1,3.6,False
INT031586,CUST013380,2023-03-25,Chat,Mobile App,9.8,3.9,False
INT031587,CUST005935,2023-11-30,Support Call,Branch,0.5,4.6,False
INT031588,CUST016193,2023-12-25,Support Call,Branch,8.9,3.3,False
INT031589,CUST002806,2024-01-13,Branch Visit,Mobile App,12.6,3.7,False
INT031590,CUST005711,2024-11-13,Support Call,Chat,9.9,2.9,True
INT031591,CUST011672,2023-06-27,Complaint,Mobile App,1.7,3.5,False
INT031592,CUST016128,2023-04-09,Complaint,Email,20.2,3.7,False
INT031593,CUST009556,2024-07-27,Support Call,Mobile App,14.3,4.1,True
INT031594,CUST004779,2023-03-06,Email Inquiry,Mobile App,16.9,2.5,False
INT031595,CUST005021,2024-10-26,Email Inquiry,Email,4.5,3.5,False
INT031596,CUST018905,2023-10-01,Email Inquiry,Email,9.9,2.7,False
INT031597,CUST018798,2024-07-22,Complaint,Branch,5.4,5.0,False
INT031598,CUST002627,2023-06-18,Branch Visit,Phone,7.8,4.1,False
INT031599,CUST010442,2023-10-20,Email Inquiry,Branch,0.9,3.9,False
INT031600,CUST008423,2024-01-11,Chat,Mobile App,33.0,3.2,False
INT031601,CUST013869,2024-09-04,Branch Visit,Phone,16.5,3.2,True
INT031602,CUST012569,2024-05-31,Support Call,Branch,4.0,4.2,False
INT031603,CUST007886,2023-06-08,Complaint,Mobile App,14.8,2.3,False
INT031604,CUST008472,2023-11-13,Chat,Email,16.5,3.0,False
INT031605,CUST018719,2023-01-11,Branch Visit,Mobile App,6.3,3.3,False
INT031606,CUST005394,2023-09-28,Chat,Email,10.4,3.4,False
INT031607,CUST011253,2023-08-22,Support Call,Phone,8.0,3.6,False
INT031608,CUST017788,2023-12-08,Support Call,Phone,8.1,3.8,False
INT031609,CUST002089,2023-09-01,Branch Visit,Chat,8.8,2.8,False
INT031610,CUST019998,2024-10-25,Branch Visit,Email,15.7,2.4,False
INT031611,CUST014587,2023-08-24,Chat,Phone,4.6,3.7,False
INT031612,CUST016656,2023-03-05,Complaint,Phone,8.4,5.0,False
INT031613,CUST009578,2023-11-06,Chat,Email,7.5,2.3,True
INT031614,CUST017854,2023-03-29,Branch Visit,Mobile App,2.9,3.9,False
INT031615,CUST008204,2024-05-26,Complaint,Chat,7.0,3.4,False
INT031616,CUST016392,2023-05-05,Email Inquiry,Mobile App,9.4,2.8,False
INT031617,CUST018080,2024-07-13,Chat,Branch,12.3,3.3,False
INT031618,CUST013445,2023-08-29,Chat,Phone,8.8,3.0,False
INT031619,CUST005345,2024-09-09,Email Inquiry,Email,4.7,3.7,False
INT031620,CUST013157,2024-10-29,Chat,Phone,18.2,4.5,False
INT031621,CUST015522,2024-09-30,Branch Visit,Email,8.2,4.7,False
INT031622,CUST013523,2023-10-16,Chat,Phone,13.5,3.3,False
INT031623,CUST012112,2023-09-28,Chat,Chat,6.3,2.8,True
INT031624,CUST005444,2024-03-15,Email Inquiry,Mobile App,17.2,3.6,False
INT031625,CUST007017,2024-01-08,Branch Visit,Chat,26.0,4.0,False
INT031626,CUST010760,2024-07-05,Support Call,Email,5.0,3.2,False
INT031627,CUST003416,2023-04-30,Support Call,Email,16.9,3.8,False
INT031628,CUST016625,2023-07-27,Complaint,Chat,9.3,2.7,False
INT031629,CUST019312,2024-10-18,Support Call,Email,44.0,4.4,False
INT031630,CUST014513,2024-01-30,Complaint,Mobile App,4.8,4.4,True
INT031631,CUST006058,2024-09-24,Chat,Branch,19.3,4.1,True
INT031632,CUST001034,2023-07-30,Branch Visit,Email,5.3,2.8,False
INT031633,CUST002772,2023-12-01,Complaint,Mobile App,10.2,3.5,True
INT031634,CUST006333,2024-02-27,Chat,Phone,8.2,5.0,False
INT031635,CUST004869,2023-05-01,Complaint,Branch,1.9,3.1,False
INT031636,CUST013302,2023-09-01,Support Call,Chat,3.3,4.9,True
INT031637,CUST018397,2023-08-18,Branch Visit,Chat,17.9,4.5,False
INT031638,CUST016552,2024-01-01,Branch Visit,Chat,4.5,4.8,False
INT031639,CUST011921,2023-11-19,Chat,Branch,6.1,4.7,False
INT031640,CUST003442,2024-12-23,Support Call,Branch,37.4,2.0,False
INT031641,CUST016434,2024-09-22,Chat,Email,21.9,3.4,False
INT031642,CUST018153,2024-12-30,Branch Visit,Branch,36.8,3.3,False
INT031643,CUST004502,2023-04-12,Chat,Branch,2.7,2.8,False
INT031644,CUST004455,2024-10-01,Chat,Mobile App,8.7,3.7,False
INT031645,CUST016158,2023-10-24,Support Call,Chat,15.7,4.2,False
INT031646,CUST001110,2023-02-09,Chat,Branch,4.7,3.7,False
INT031647,CUST016335,2024-05-04,Branch Visit,Phone,31.1,2.4,True
INT031648,CUST010007,2023-04-07,Complaint,Branch,4.9,3.5,False
INT031649,CUST013165,2023-03-03,Branch Visit,Email,5.6,4.6,False
INT031650,CUST002729,2024-11-08,Chat,Mobile App,25.1,4.4,False
INT031651,CUST012213,2023-11-30,Support Call,Email,9.1,4.6,False
INT031652,CUST001910,2024-12-20,Branch Visit,Phone,5.2,3.7,False
INT031653,CUST011200,2023-07-22,Support Call,Branch,8.1,4.5,False
INT031654,CUST013390,2023-08-12,Branch Visit,Chat,11.7,3.0,False
INT031655,CUST017653,2023-07-01,Email Inquiry,Phone,14.7,3.6,False
INT031656,CUST015741,2023-11-30,Chat,Email,7.3,4.2,False
INT031657,CUST010444,2024-12-22,Support Call,Chat,15.7,3.5,False
INT031658,CUST011850,2023-03-06,Email Inquiry,Phone,10.2,4.4,False
INT031659,CUST012822,2024-09-27,Complaint,Email,4.2,2.0,False
INT031660,CUST019884,2024-02-21,Email Inquiry,Phone,5.5,2.6,False
INT031661,CUST012361,2024-09-21,Complaint,Chat,14.8,4.8,True
INT031662,CUST012770,2023-10-01,Support Call,Mobile App,33.9,5.0,False
INT031663,CUST000061,2023-03-18,Branch Visit,Chat,12.9,3.7,False
INT031664,CUST000589,2024-06-16,Support Call,Email,6.0,3.6,False
INT031665,CUST013310,2023-10-26,Chat,Chat,18.2,1.8,False
INT031666,CUST013758,2024-05-23,Support Call,Mobile App,1.5,3.6,False
INT031667,CUST012638,2023-07-23,Chat,Mobile App,9.2,2.7,True
INT031668,CUST008259,2024-01-18,Branch Visit,Chat,24.4,2.5,False
INT031669,CUST016699,2023-04-14,Chat,Phone,8.9,3.6,False
INT031670,CUST012704,2024-02-08,Email Inquiry,Mobile App,17.1,3.3,False
INT031671,CUST011047,2023-01-11,Branch Visit,Chat,9.4,4.5,False
INT031672,CUST002734,2023-06-26,Chat,Chat,10.3,4.2,False
INT031673,CUST013670,2023-02-28,Chat,Branch,6.6,3.9,False
INT031674,CUST003550,2024-01-25,Complaint,Phone,2.6,3.4,False
INT031675,CUST015186,2024-10-20,Email Inquiry,Branch,5.8,4.0,False
INT031676,CUST014603,2023-07-14,Chat,Branch,1.8,2.8,False
INT031677,CUST008108,2023-09-26,Support Call,Mobile App,2.1,4.3,False
INT031678,CUST000832,2023-03-25,Support Call,Mobile App,4.6,4.1,False
INT031679,CUST019010,2023-10-01,Support Call,Phone,6.5,2.5,False
INT031680,CUST000274,2023-03-09,Support Call,Mobile App,29.1,3.2,False
INT031681,CUST010321,2023-10-05,Support Call,Email,6.1,2.6,False
INT031682,CUST014453,2023-07-15,Chat,Mobile App,17.9,4.0,False
INT031683,CUST003313,2023-08-22,Chat,Phone,7.7,4.5,False
INT031684,CUST019764,2023-02-16,Support Call,Chat,6.4,4.4,False
INT031685,CUST007490,2023-04-17,Support Call,Chat,15.9,1.5,False
INT031686,CUST001887,2024-02-07,Chat,Email,21.1,2.9,False
INT031687,CUST009482,2024-04-30,Branch Visit,Chat,2.7,1.6,False
INT031688,CUST007006,2023-09-09,Branch Visit,Branch,21.5,3.3,False
INT031689,CUST017604,2023-12-02,Email Inquiry,Mobile App,10.7,2.6,False
INT031690,CUST001513,2024-12-28,Chat,Phone,1.6,4.0,False
INT031691,CUST001269,2024-09-09,Branch Visit,Branch,17.6,2.3,False
INT031692,CUST014182,2023-05-20,Support Call,Chat,1.1,2.4,False
INT031693,CUST001484,2024-07-08,Chat,Email,27.3,3.6,False
INT031694,CUST005077,2023-10-19,Chat,Branch,5.2,5.0,False
INT031695,CUST011778,2023-06-26,Support Call,Chat,14.9,2.5,False
INT031696,CUST007841,2024-09-19,Support Call,Branch,5.8,4.2,False
INT031697,CUST009072,2023-08-28,Chat,Chat,7.3,2.5,False
INT031698,CUST010146,2024-11-25,Complaint,Branch,2.5,4.2,True
INT031699,CUST009120,2024-06-06,Support Call,Phone,13.0,5.0,False
INT031700,CUST005116,2023-07-27,Branch Visit,Branch,39.3,3.2,False
INT031701,CUST013262,2024-03-30,Chat,Phone,28.5,3.9,False
INT031702,CUST014312,2023-08-18,Complaint,Phone,13.5,5.0,False
INT031703,CUST000889,2024-03-24,Support Call,Email,45.1,5.0,False
INT031704,CUST018927,2023-03-07,Support Call,Mobile App,11.3,3.5,False
INT031705,CUST016447,2024-01-08,Branch Visit,Mobile App,10.9,3.7,False
INT031706,CUST002571,2023-07-11,Support Call,Chat,17.2,3.6,False
INT031707,CUST000485,2023-07-05,Email Inquiry,Email,28.8,2.8,False
INT031708,CUST006143,2023-06-01,Support Call,Chat,13.3,4.1,False
INT031709,CUST015803,2024-10-09,Email Inquiry,Branch,16.9,3.0,False
INT031710,CUST017838,2023-11-03,Email Inquiry,Email,3.5,2.7,False
INT031711,CUST015087,2023-06-22,Branch Visit,Mobile App,16.9,3.3,False
INT031712,CUST018891,2023-11-17,Support Call,Email,13.8,5.0,False
INT031713,CUST004892,2024-08-16,Support Call,Email,22.6,2.3,True
INT031714,CUST006734,2024-05-22,Support Call,Phone,11.5,4.5,False
INT031715,CUST016946,2023-03-23,Support Call,Mobile App,7.4,3.5,False
INT031716,CUST015775,2024-09-23,Chat,Chat,11.2,3.8,False
INT031717,CUST013565,2023-01-11,Email Inquiry,Phone,6.7,3.5,False
INT031718,CUST007964,2023-03-27,Chat,Phone,5.9,2.9,True
INT031719,CUST004068,2023-07-28,Branch Visit,Branch,24.6,3.4,False
INT031720,CUST003874,2024-01-27,Chat,Mobile App,13.3,2.4,False
INT031721,CUST002546,2024-08-19,Email Inquiry,Email,5.7,1.7,False
INT031722,CUST019386,2024-10-20,Chat,Phone,1.7,4.6,False
INT031723,CUST003622,2024-08-15,Branch Visit,Chat,28.8,4.1,False
INT031724,CUST019286,2024-07-15,Complaint,Email,21.9,4.4,False
INT031725,CUST018834,2024-09-16,Branch Visit,Email,4.5,3.9,False
INT031726,CUST011588,2023-10-11,Support Call,Phone,4.9,4.6,False
INT031727,CUST018197,2024-06-26,Support Call,Email,6.7,2.8,False
INT031728,CUST015788,2023-07-22,Complaint,Mobile App,13.6,4.5,False
INT031729,CUST019390,2023-11-11,Branch Visit,Branch,5.8,3.5,False
INT031730,CUST003936,2023-04-29,Chat,Phone,13.9,4.1,False
INT031731,CUST008711,2023-06-11,Chat,Phone,9.8,3.8,False
INT031732,CUST012515,2024-06-20,Chat,Phone,7.8,3.0,False
INT031733,CUST014738,2024-12-20,Complaint,Email,3.4,4.1,False
INT031734,CUST019052,2024-11-17,Complaint,Chat,8.7,3.6,True
INT031735,CUST012389,2023-07-21,Support Call,Branch,26.0,3.7,False
INT031736,CUST019099,2023-03-20,Chat,Mobile App,8.4,4.1,False
INT031737,CUST000351,2023-12-08,Support Call,Mobile App,1.8,4.9,False
INT031738,CUST006947,2023-12-07,Branch Visit,Chat,36.8,4.4,False
INT031739,CUST010651,2023-02-18,Branch Visit,Phone,3.7,2.6,True
INT031740,CUST009434,2024-09-18,Branch Visit,Chat,24.6,2.2,False
INT031741,CUST014919,2023-03-19,Chat,Branch,13.2,3.1,True
INT031742,CUST007012,2024-08-08,Email Inquiry,Phone,6.0,5.0,False
INT031743,CUST016047,2023-08-26,Support Call,Chat,5.1,4.6,True
INT031744,CUST005065,2023-02-24,Chat,Mobile App,2.0,4.8,False
INT031745,CUST012448,2023-07-20,Email Inquiry,Mobile App,11.2,4.7,False
INT031746,CUST016860,2024-08-11,Complaint,Mobile App,17.8,3.5,False
INT031747,CUST008020,2023-03-16,Branch Visit,Branch,7.4,3.9,False
INT031748,CUST015186,2024-04-29,Branch Visit,Chat,3.5,2.4,False
INT031749,CUST006332,2024-05-13,Email Inquiry,Chat,18.4,4.2,False
INT031750,CUST013666,2024-09-05,Chat,Chat,13.4,4.5,False
INT031751,CUST013514,2023-07-11,Support Call,Phone,11.5,4.1,False
INT031752,CUST012110,2024-10-07,Branch Visit,Chat,27.6,3.7,False
INT031753,CUST014481,2024-12-21,Complaint,Chat,6.3,5.0,False
INT031754,CUST010671,2023-01-20,Chat,Email,18.8,2.5,False
INT031755,CUST011692,2024-04-03,Support Call,Mobile App,28.9,5.0,False
INT031756,CUST008097,2023-07-30,Branch Visit,Mobile App,8.3,4.7,False
INT031757,CUST013242,2023-01-17,Support Call,Phone,23.3,4.1,False
INT031758,CUST019806,2024-02-14,Chat,Branch,5.0,1.9,False
INT031759,CUST009352,2023-11-20,Support Call,Mobile App,20.1,4.1,True
INT031760,CUST005135,2023-01-16,Complaint,Phone,32.8,4.2,False
INT031761,CUST001130,2024-09-10,Support Call,Chat,40.1,3.6,False
INT031762,CUST016261,2024-10-15,Branch Visit,Chat,1.2,4.2,False
INT031763,CUST004823,2024-01-02,Chat,Email,1.7,4.4,False
INT031764,CUST004180,2024-12-11,Complaint,Chat,64.6,4.1,False
INT031765,CUST003333,2024-10-27,Complaint,Chat,7.2,3.6,False
INT031766,CUST019287,2023-10-09,Complaint,Branch,11.4,2.3,False
INT031767,CUST000794,2024-09-20,Chat,Email,10.6,4.1,False
INT031768,CUST004138,2023-11-02,Support Call,Mobile App,9.7,4.5,True
INT031769,CUST004087,2023-07-28,Chat,Email,14.4,3.0,False
INT031770,CUST002636,2024-02-22,Chat,Chat,24.9,4.8,False
INT031771,CUST005949,2023-03-07,Support Call,Chat,6.4,3.9,False
INT031772,CUST004016,2023-12-17,Support Call,Branch,4.7,3.9,False
INT031773,CUST000881,2024-11-11,Branch Visit,Branch,8.3,3.1,False
INT031774,CUST019081,2024-05-24,Email Inquiry,Chat,29.4,3.3,False
INT031775,CUST000885,2023-02-08,Support Call,Phone,3.7,2.2,False
INT031776,CUST012524,2023-08-31,Complaint,Phone,2.2,4.1,False
INT031777,CUST019397,2024-10-06,Branch Visit,Phone,6.2,2.7,False
INT031778,CUST011449,2023-03-21,Email Inquiry,Branch,4.0,4.8,True
INT031779,CUST010108,2024-04-19,Email Inquiry,Chat,6.8,4.1,False
INT031780,CUST011621,2023-03-01,Branch Visit,Mobile App,4.4,4.2,False
INT031781,CUST019975,2024-01-24,Support Call,Chat,7.9,4.3,False
INT031782,CUST014578,2024-11-07,Complaint,Mobile App,9.7,2.9,False
INT031783,CUST011898,2024-07-26,Support Call,Email,15.6,4.7,False
INT031784,CUST007924,2024-01-04,Branch Visit,Mobile App,9.7,2.9,False
INT031785,CUST018698,2024-03-27,Support Call,Chat,6.0,3.8,False
INT031786,CUST010701,2024-12-05,Branch Visit,Email,10.0,4.2,False
INT031787,CUST015475,2024-12-12,Support Call,Branch,15.2,3.9,False
INT031788,CUST009754,2024-10-04,Branch Visit,Chat,20.4,4.8,False
INT031789,CUST017735,2024-08-24,Email Inquiry,Chat,6.0,3.5,False
INT031790,CUST003843,2023-04-23,Branch Visit,Chat,6.8,3.8,False
INT031791,CUST007760,2023-01-24,Complaint,Mobile App,9.2,5.0,False
INT031792,CUST004696,2023-02-23,Support Call,Mobile App,10.7,4.3,False
INT031793,CUST003898,2024-06-09,Email Inquiry,Chat,17.2,3.9,False
INT031794,CUST014041,2023-12-02,Branch Visit,Branch,19.4,4.6,True
INT031795,CUST017833,2024-01-08,Support Call,Phone,13.2,5.0,False
INT031796,CUST017436,2024-09-25,Complaint,Chat,13.1,3.3,True
INT031797,CUST014733,2024-11-04,Chat,Phone,5.7,2.7,False
INT031798,CUST019205,2024-03-12,Branch Visit,Mobile App,7.7,1.9,False
INT031799,CUST004748,2023-09-28,Complaint,Chat,9.4,3.8,False
INT031800,CUST019207,2023-02-12,Chat,Phone,6.4,2.9,False
INT031801,CUST007840,2024-07-23,Support Call,Phone,24.4,3.1,False
INT031802,CUST013586,2024-11-02,Complaint,Phone,17.8,3.5,False
INT031803,CUST017794,2023-05-22,Support Call,Phone,26.1,2.9,False
INT031804,CUST009513,2024-02-04,Branch Visit,Email,38.7,2.5,False
INT031805,CUST019418,2023-05-16,Complaint,Chat,23.1,4.8,False
INT031806,CUST014930,2024-05-17,Support Call,Email,7.1,2.8,False
INT031807,CUST015376,2024-12-12,Branch Visit,Branch,8.2,2.0,False
INT031808,CUST001306,2023-09-17,Branch Visit,Phone,14.4,3.9,True
INT031809,CUST009708,2024-09-16,Branch Visit,Email,8.9,2.7,False
INT031810,CUST003527,2024-11-16,Branch Visit,Chat,9.6,2.9,False
INT031811,CUST002404,2023-01-05,Chat,Branch,10.9,5.0,True
INT031812,CUST017233,2023-03-22,Chat,Mobile App,8.3,3.3,True
INT031813,CUST017117,2023-07-05,Branch Visit,Chat,10.3,2.6,False
INT031814,CUST007495,2023-03-03,Branch Visit,Branch,8.4,3.4,False
INT031815,CUST016681,2023-08-30,Complaint,Chat,14.3,5.0,False
INT031816,CUST001955,2023-05-25,Support Call,Email,7.9,4.0,False
INT031817,CUST000021,2024-02-08,Complaint,Phone,10.3,2.9,True
INT031818,CUST005784,2024-12-16,Support Call,Branch,35.2,3.2,False
INT031819,CUST003411,2023-05-27,Support Call,Branch,2.4,4.9,False
INT031820,CUST000328,2023-02-09,Complaint,Phone,3.2,4.3,False
INT031821,CUST019590,2024-05-20,Branch Visit,Email,2.0,2.7,False
INT031822,CUST015849,2024-08-28,Branch Visit,Email,8.7,4.8,False
INT031823,CUST006400,2023-05-25,Complaint,Mobile App,7.4,3.5,False
INT031824,CUST009049,2023-03-06,Branch Visit,Phone,5.3,3.4,False
INT031825,CUST003052,2023-09-05,Support Call,Phone,12.3,3.2,False
INT031826,CUST010702,2024-01-02,Branch Visit,Mobile App,5.9,2.4,False
INT031827,CUST007198,2024-12-18,Branch Visit,Mobile App,2.7,4.5,False
INT031828,CUST009384,2023-04-04,Email Inquiry,Email,18.0,3.4,False
INT031829,CUST010269,2024-11-27,Branch Visit,Mobile App,4.2,3.3,False
INT031830,CUST013745,2023-08-21,Support Call,Phone,6.2,4.4,True
INT031831,CUST018041,2024-03-05,Chat,Chat,24.1,4.8,False
INT031832,CUST004301,2024-03-13,Chat,Chat,7.8,4.2,False
INT031833,CUST001613,2023-12-03,Complaint,Chat,6.1,2.5,False
INT031834,CUST010460,2024-11-21,Branch Visit,Branch,19.2,4.2,False
INT031835,CUST008113,2023-07-03,Chat,Chat,1.4,1.5,False
INT031836,CUST016727,2024-02-16,Branch Visit,Phone,19.0,3.1,False
INT031837,CUST019152,2024-05-03,Complaint,Email,13.3,3.8,False
INT031838,CUST007322,2023-01-16,Branch Visit,Chat,1.4,4.1,False
INT031839,CUST012487,2023-07-23,Support Call,Mobile App,5.7,2.9,False
INT031840,CUST002738,2024-08-31,Email Inquiry,Phone,16.1,2.3,False
INT031841,CUST000841,2023-09-15,Branch Visit,Branch,26.7,2.6,False
INT031842,CUST013032,2023-10-05,Complaint,Chat,7.6,1.3,False
INT031843,CUST014166,2024-09-23,Email Inquiry,Chat,3.3,4.6,False
INT031844,CUST004552,2023-11-04,Branch Visit,Chat,16.5,3.6,False
INT031845,CUST016048,2023-05-18,Complaint,Branch,4.5,4.0,False
INT031846,CUST002961,2024-05-12,Email Inquiry,Phone,6.5,4.6,False
INT031847,CUST005300,2023-05-10,Support Call,Branch,12.2,3.8,False
INT031848,CUST019898,2024-09-06,Branch Visit,Chat,10.7,3.8,False
INT031849,CUST015127,2024-08-21,Support Call,Mobile App,5.9,4.0,False
INT031850,CUST003094,2024-10-10,Chat,Branch,18.9,2.7,False
INT031851,CUST010624,2023-07-31,Chat,Mobile App,4.6,4.9,False
INT031852,CUST018761,2023-07-18,Email Inquiry,Phone,8.8,3.5,False
INT031853,CUST006543,2023-11-15,Branch Visit,Mobile App,4.6,4.6,False
INT031854,CUST013878,2023-11-26,Support Call,Branch,2.5,4.3,False
INT031855,CUST014349,2024-07-24,Branch Visit,Mobile App,11.3,3.3,False
INT031856,CUST004905,2024-06-01,Branch Visit,Chat,10.5,3.6,False
INT031857,CUST000002,2023-11-06,Branch Visit,Mobile App,23.9,3.6,False
INT031858,CUST016173,2023-02-28,Support Call,Email,5.4,4.5,False
INT031859,CUST013038,2024-10-13,Email Inquiry,Branch,3.0,2.5,False
INT031860,CUST016711,2024-07-13,Branch Visit,Chat,10.0,5.0,False
INT031861,CUST003439,2023-02-26,Complaint,Mobile App,20.5,2.7,False
INT031862,CUST015918,2023-10-02,Email Inquiry,Branch,10.2,5.0,False
INT031863,CUST000318,2024-04-18,Support Call,Mobile App,10.0,1.9,False
INT031864,CUST012878,2023-11-28,Support Call,Branch,12.4,3.6,True
INT031865,CUST007012,2024-12-19,Branch Visit,Branch,25.1,4.1,False
INT031866,CUST014876,2023-03-30,Support Call,Phone,10.3,2.5,False
INT031867,CUST016750,2024-01-28,Chat,Mobile App,17.8,3.6,False
INT031868,CUST013184,2024-07-12,Chat,Mobile App,5.0,5.0,False
INT031869,CUST016987,2024-09-25,Chat,Phone,12.4,4.6,True
INT031870,CUST005362,2023-10-03,Complaint,Email,12.5,3.7,False
INT031871,CUST011373,2023-03-02,Complaint,Chat,8.7,3.3,False
INT031872,CUST018645,2023-08-24,Complaint,Phone,14.8,4.2,False
INT031873,CUST003008,2023-02-19,Complaint,Mobile App,7.4,4.4,False
INT031874,CUST007894,2023-02-27,Branch Visit,Email,10.7,3.6,False
INT031875,CUST000641,2023-06-26,Support Call,Branch,1.1,3.8,False
INT031876,CUST009071,2023-02-07,Branch Visit,Phone,4.5,3.4,False
INT031877,CUST016989,2024-01-19,Email Inquiry,Branch,8.1,2.2,False
INT031878,CUST017895,2024-02-20,Chat,Chat,4.6,5.0,False
INT031879,CUST006819,2023-02-06,Complaint,Phone,11.8,4.7,False
INT031880,CUST019319,2024-06-14,Complaint,Phone,21.6,2.8,False
INT031881,CUST006866,2024-07-01,Chat,Email,9.4,3.4,False
INT031882,CUST011345,2024-01-19,Support Call,Phone,5.3,3.0,False
INT031883,CUST003945,2024-01-01,Branch Visit,Chat,7.8,2.7,False
INT031884,CUST009724,2024-04-26,Chat,Phone,4.4,3.5,False
INT031885,CUST011597,2023-12-05,Complaint,Branch,17.1,3.4,False
INT031886,CUST006136,2023-08-20,Support Call,Mobile App,20.4,1.8,False
INT031887,CUST011999,2023-09-23,Complaint,Chat,4.1,4.5,True
INT031888,CUST001628,2023-02-23,Support Call,Mobile App,10.7,4.6,True
INT031889,CUST016546,2024-06-09,Branch Visit,Mobile App,1.8,3.4,False
INT031890,CUST008614,2024-04-29,Chat,Branch,7.2,5.0,True
INT031891,CUST011363,2024-06-05,Chat,Phone,27.1,3.3,False
INT031892,CUST015550,2023-12-17,Chat,Phone,8.4,4.9,True
INT031893,CUST012706,2023-01-21,Branch Visit,Mobile App,6.5,3.8,False
INT031894,CUST012572,2024-01-21,Branch Visit,Branch,31.9,2.9,False
INT031895,CUST014049,2023-05-17,Support Call,Phone,3.1,2.7,False
INT031896,CUST004163,2024-11-07,Email Inquiry,Phone,18.7,2.5,False
