fraud_id,customer_id,event_date,fraud_category,channel,amount_at_risk,loss_amount,detected_flag,false_positive_flag,region
FRD01932,CUST012079,2024-09-06,Suspicious Transfer,Mobile App,148.18,165.0,True,False,Region-02
FRD01933,CUST014171,2024-02-09,Suspicious Transfer,Branch,720.98,324.62,True,False,Region-11
FRD01934,CUST015956,2023-09-14,Identity-related Anomaly,Branch,1324.21,18.38,True,False,Region-10
FRD01935,CUST010724,2023-12-14,ATM Fraud,Card Network,516.66,32.23,True,False,Region-05
FRD01936,CUST018707,2024-08-30,ATM Fraud,ATM,1006.29,57.17,True,False,Region-02
FRD01937,CUST011067,2024-03-13,Card Fraud,ATM,770.07,346.66,False,False,Region-01
FRD01938,CUST016782,2023-04-17,Account Takeover,ATM,157.75,27.68,True,False,Region-08
FRD01939,CUST005958,2024-04-10,Account Takeover,Mobile App,1202.67,168.4,True,False,Region-11
FRD01940,CUST017846,2023-05-17,Unusual Transaction Pattern,Mobile App,552.49,24.51,True,False,Region-06
FRD01941,CUST004134,2024-08-04,Account Takeover,Card Network,198.19,22.87,True,False,Region-03
FRD01942,CUST003173,2024-11-26,Unusual Transaction Pattern,Online Banking,56.17,170.6,False,False,Region-12
FRD01943,CUST009323,2023-11-09,ATM Fraud,Card Network,396.26,46.62,True,False,Region-07
FRD01944,CUST011801,2023-08-23,Card Fraud,Branch,1690.08,59.19,True,False,Region-09
FRD01945,CUST018623,2023-02-24,Unusual Transaction Pattern,ATM,941.86,124.94,True,False,Region-07
FRD01946,CUST005751,2024-09-04,Card Fraud,Card Network,355.89,100.87,True,False,Region-06
FRD01947,CUST017566,2023-05-19,Account Takeover,ATM,160.29,23.39,True,False,Region-06
FRD01948,CUST014304,2023-04-04,Identity-related Anomaly,Mobile App,507.75,193.3,True,False,Region-02
FRD01949,CUST013280,2024-11-14,ATM Fraud,Card Network,620.14,76.57,True,False,Region-02
FRD01950,CUST013012,2024-09-20,Suspicious Transfer,Card Network,448.65,92.63,True,False,Region-07
FRD01951,CUST013350,2023-06-07,ATM Fraud,Online Banking,1140.66,159.91,False,False,Region-01
FRD01952,CUST000424,2023-01-21,Suspicious Transfer,Online Banking,1341.06,158.74,True,False,Region-12
FRD01953,CUST000980,2023-06-24,Card Fraud,Branch,102.67,25.75,True,False,Region-06
FRD01954,CUST000771,2023-10-20,ATM Fraud,Mobile App,966.45,322.62,False,False,Region-08
FRD01955,CUST004633,2023-03-12,Identity-related Anomaly,Online Banking,909.99,415.63,False,False,Region-12
FRD01956,CUST007454,2023-06-04,Suspicious Transfer,Branch,2585.14,139.58,True,False,Region-09
FRD01957,CUST007787,2023-08-15,Unusual Transaction Pattern,ATM,1072.75,101.3,True,False,Region-06
FRD01958,CUST015934,2024-05-07,Card Fraud,Online Banking,309.12,28.73,True,False,Region-01
FRD01959,CUST009471,2023-07-17,Card Fraud,Card Network,689.83,10.56,True,False,Region-03
FRD01960,CUST013725,2023-06-05,Card Fraud,Online Banking,433.71,32.33,True,False,Region-12
FRD01961,CUST016818,2024-01-01,Identity-related Anomaly,Online Banking,633.58,12.18,True,False,Region-09
FRD01962,CUST006176,2023-04-07,Suspicious Transfer,Card Network,1132.55,70.45,True,False,Region-11
FRD01963,CUST000574,2023-05-10,ATM Fraud,Online Banking,838.8,239.71,False,False,Region-06
FRD01964,CUST011529,2024-06-11,Card Fraud,Mobile App,313.74,57.74,True,False,Region-06
FRD01965,CUST009087,2024-10-18,ATM Fraud,Online Banking,177.29,1126.35,False,False,Region-12
FRD01966,CUST011564,2023-10-31,Card Fraud,ATM,902.6,29.75,True,False,Region-05
FRD01967,CUST001118,2024-11-03,Account Takeover,ATM,1149.87,163.86,True,False,Region-06
FRD01968,CUST013826,2023-05-02,Unusual Transaction Pattern,Online Banking,1015.62,128.17,True,False,Region-03
FRD01969,CUST015896,2024-11-11,Suspicious Transfer,Branch,258.26,96.54,True,False,Region-07
FRD01970,CUST015063,2024-08-20,Account Takeover,Online Banking,1098.71,102.66,True,False,Region-08
FRD01971,CUST015018,2023-10-25,Unusual Transaction Pattern,Mobile App,1315.15,156.37,True,False,Region-10
FRD01972,CUST007231,2024-02-27,ATM Fraud,Card Network,478.84,142.86,True,False,Region-03
FRD01973,CUST010461,2023-07-27,Card Fraud,ATM,540.62,70.39,True,False,Region-06
FRD01974,CUST000307,2023-01-21,Identity-related Anomaly,Branch,480.8,52.1,True,False,Region-04
FRD01975,CUST002423,2024-02-05,Account Takeover,Card Network,232.14,15.79,True,False,Region-12
FRD01976,CUST013146,2024-09-15,Card Fraud,Branch,360.07,3.29,True,False,Region-10
FRD01977,CUST008567,2023-06-27,Card Fraud,Branch,644.55,16.19,True,False,Region-09
FRD01978,CUST018931,2023-02-02,Card Fraud,Online Banking,322.79,1178.9,False,False,Region-02
FRD01979,CUST007668,2023-11-21,Identity-related Anomaly,ATM,2164.24,24.41,True,False,Region-01
FRD01980,CUST007250,2024-05-30,Suspicious Transfer,Online Banking,467.86,74.25,True,False,Region-10
FRD01981,CUST006337,2024-03-21,Card Fraud,Branch,1074.09,294.06,False,True,Region-04
FRD01982,CUST011811,2023-05-28,Card Fraud,ATM,520.99,37.94,True,False,Region-07
FRD01983,CUST002962,2023-01-15,Card Fraud,Card Network,812.13,99.62,True,False,Region-07
FRD01984,CUST018857,2024-05-21,Card Fraud,Mobile App,322.7,354.07,True,False,Region-03
FRD01985,CUST012325,2023-12-13,Account Takeover,ATM,380.33,83.51,True,False,Region-10
FRD01986,CUST012064,2024-11-11,Suspicious Transfer,Online Banking,436.87,88.96,True,False,Region-08
FRD01987,CUST019434,2023-06-17,Unusual Transaction Pattern,Online Banking,265.54,19.42,True,False,Region-11
FRD01988,CUST014671,2024-02-02,ATM Fraud,Card Network,669.14,1.48,True,False,Region-08
FRD01989,CUST001834,2024-09-03,Account Takeover,Card Network,583.17,59.86,True,False,Region-01
FRD01990,CUST018949,2023-01-10,Card Fraud,Branch,503.69,5.55,True,False,Region-11
FRD01991,CUST016449,2023-06-19,Suspicious Transfer,Online Banking,271.61,4.47,True,False,Region-03
FRD01992,CUST003643,2023-08-05,Identity-related Anomaly,Branch,872.19,497.96,False,False,Region-02
FRD01993,CUST019995,2024-09-08,Unusual Transaction Pattern,Mobile App,785.4,10.38,True,False,Region-01
FRD01994,CUST009329,2024-05-17,Card Fraud,Mobile App,1162.29,296.58,False,True,Region-06
FRD01995,CUST007971,2024-08-04,Card Fraud,ATM,310.83,213.62,True,False,Region-09
FRD01996,CUST010914,2024-08-25,Identity-related Anomaly,Card Network,1261.17,157.52,True,False,Region-03
FRD01997,CUST002276,2023-04-17,Account Takeover,Mobile App,460.94,32.39,True,False,Region-04
FRD01998,CUST005537,2023-05-28,Identity-related Anomaly,Branch,415.18,1193.32,False,False,Region-01
FRD01999,CUST016519,2023-01-31,Identity-related Anomaly,Online Banking,577.25,72.5,True,False,Region-08
FRD02000,CUST006879,2023-08-17,Account Takeover,Mobile App,695.5,73.71,True,False,Region-03
FRD02001,CUST004000,2024-01-14,Card Fraud,Mobile App,269.85,47.42,True,False,Region-11
FRD02002,CUST012508,2024-10-24,Card Fraud,Online Banking,836.82,39.15,True,False,Region-02
FRD02003,CUST013328,2024-12-29,Identity-related Anomaly,Mobile App,434.06,75.3,True,False,Region-02
FRD02004,CUST008081,2024-12-28,ATM Fraud,ATM,749.17,2.72,True,False,Region-09
FRD02005,CUST006951,2024-05-26,Identity-related Anomaly,Mobile App,1710.6,252.57,False,True,Region-06
FRD02006,CUST009626,2024-08-29,Identity-related Anomaly,Online Banking,919.49,3.7,True,False,Region-01
FRD02007,CUST004304,2023-08-15,Suspicious Transfer,Branch,253.82,43.42,True,False,Region-12
FRD02008,CUST010938,2023-10-11,Account Takeover,Mobile App,713.51,14.65,True,False,Region-03
FRD02009,CUST017141,2023-01-08,Card Fraud,Card Network,1119.29,317.61,False,False,Region-12
FRD02010,CUST010909,2023-10-13,Suspicious Transfer,ATM,342.19,13.79,True,False,Region-04
FRD02011,CUST011390,2024-11-24,Card Fraud,Mobile App,739.69,2.04,True,False,Region-02
FRD02012,CUST004184,2024-03-20,Account Takeover,Online Banking,956.54,804.04,False,False,Region-09
FRD02013,CUST004278,2023-02-26,Suspicious Transfer,Card Network,632.84,105.68,False,False,Region-01
FRD02014,CUST014997,2023-02-28,Suspicious Transfer,Mobile App,796.48,119.19,True,False,Region-06
FRD02015,CUST013378,2023-11-27,Card Fraud,Card Network,1652.31,161.62,True,False,Region-11
FRD02016,CUST011586,2024-11-25,Identity-related Anomaly,Branch,492.74,11.28,True,False,Region-09
FRD02017,CUST011375,2024-08-25,Unusual Transaction Pattern,Mobile App,1030.56,69.39,True,False,Region-12
FRD02018,CUST004018,2024-10-29,Identity-related Anomaly,Mobile App,1222.16,101.89,True,False,Region-10
FRD02019,CUST018298,2023-05-27,Card Fraud,Mobile App,520.68,67.48,True,False,Region-01
FRD02020,CUST014819,2023-10-21,Account Takeover,Mobile App,973.83,35.87,True,False,Region-09
FRD02021,CUST002697,2024-07-22,Suspicious Transfer,ATM,665.87,28.66,True,False,Region-03
FRD02022,CUST013092,2023-10-03,Card Fraud,Online Banking,409.88,99.23,True,False,Region-10
FRD02023,CUST015215,2023-09-19,Suspicious Transfer,Online Banking,1311.56,21.53,True,False,Region-08
FRD02024,CUST003276,2024-12-05,Suspicious Transfer,Branch,353.18,26.12,True,False,Region-09
FRD02025,CUST007144,2024-08-29,Card Fraud,Mobile App,238.32,406.81,False,False,Region-05
FRD02026,CUST009313,2024-09-03,Identity-related Anomaly,Branch,165.31,505.21,False,False,Region-10
FRD02027,CUST010914,2024-04-17,Card Fraud,ATM,874.18,1318.0,False,False,Region-03
FRD02028,CUST010828,2024-10-16,Card Fraud,ATM,1100.62,34.65,True,False,Region-09
FRD02029,CUST010769,2023-05-15,Unusual Transaction Pattern,Card Network,742.36,5.65,True,False,Region-06
FRD02030,CUST018185,2024-11-01,Account Takeover,Online Banking,257.01,78.4,True,False,Region-10
FRD02031,CUST012588,2024-02-25,Card Fraud,ATM,573.15,17.79,True,False,Region-08
FRD02032,CUST005469,2023-06-17,ATM Fraud,Mobile App,500.44,276.06,True,False,Region-07
FRD02033,CUST000050,2024-06-30,Card Fraud,Card Network,999.9,140.8,True,False,Region-05
FRD02034,CUST010849,2024-01-13,Identity-related Anomaly,Card Network,1104.9,742.22,False,False,Region-07
FRD02035,CUST008269,2023-09-21,Account Takeover,Branch,875.64,21.73,True,False,Region-08
FRD02036,CUST002952,2023-08-16,Card Fraud,ATM,267.15,359.8,False,True,Region-04
FRD02037,CUST014535,2024-05-05,Identity-related Anomaly,Card Network,578.95,64.76,True,False,Region-08
FRD02038,CUST003659,2024-03-09,Unusual Transaction Pattern,Online Banking,1170.52,1128.56,False,False,Region-04
FRD02039,CUST018064,2023-01-12,Card Fraud,Mobile App,462.57,20.78,True,False,Region-11
FRD02040,CUST011538,2023-01-09,Suspicious Transfer,Card Network,730.87,423.28,False,False,Region-05
FRD02041,CUST014244,2024-08-24,Card Fraud,Branch,2546.98,335.44,False,False,Region-03
FRD02042,CUST002334,2024-09-20,ATM Fraud,ATM,1621.92,84.24,True,False,Region-04
FRD02043,CUST016907,2023-04-30,Card Fraud,Online Banking,531.12,86.65,True,False,Region-08
FRD02044,CUST018927,2024-02-19,Suspicious Transfer,ATM,536.46,6.79,True,False,Region-12
FRD02045,CUST005305,2024-11-05,Suspicious Transfer,Online Banking,1759.23,53.95,True,False,Region-02
FRD02046,CUST014377,2023-10-30,Suspicious Transfer,Card Network,519.85,100.92,True,False,Region-06
FRD02047,CUST012716,2023-06-18,Suspicious Transfer,Card Network,1065.65,178.0,False,False,Region-04
FRD02048,CUST007088,2023-06-14,Card Fraud,Online Banking,390.15,185.79,True,False,Region-03
FRD02049,CUST016951,2024-04-26,Unusual Transaction Pattern,Online Banking,472.75,39.31,True,False,Region-03
FRD02050,CUST005492,2024-03-12,Card Fraud,Online Banking,339.23,51.37,True,False,Region-10
FRD02051,CUST015529,2024-12-29,Account Takeover,Online Banking,1167.29,104.31,True,False,Region-02
FRD02052,CUST011062,2024-11-05,ATM Fraud,ATM,195.81,128.72,True,False,Region-06
FRD02053,CUST011246,2023-03-12,Unusual Transaction Pattern,ATM,627.24,42.7,True,False,Region-09
FRD02054,CUST005922,2024-06-06,Identity-related Anomaly,Online Banking,218.15,41.11,True,False,Region-01
FRD02055,CUST014958,2023-12-06,Unusual Transaction Pattern,Mobile App,605.91,62.46,True,False,Region-04
FRD02056,CUST014286,2023-11-04,Suspicious Transfer,ATM,596.15,46.14,True,False,Region-07
FRD02057,CUST017442,2023-07-24,Identity-related Anomaly,Branch,165.23,59.58,False,True,Region-08
FRD02058,CUST009957,2023-06-15,Identity-related Anomaly,Branch,861.42,4.09,True,False,Region-10
FRD02059,CUST017580,2024-12-05,Account Takeover,Mobile App,176.05,565.11,False,False,Region-02
FRD02060,CUST001361,2024-01-05,Card Fraud,ATM,200.7,260.62,True,False,Region-04
FRD02061,CUST017150,2023-02-27,Suspicious Transfer,Branch,791.74,19.81,True,False,Region-04
FRD02062,CUST011567,2024-11-19,Unusual Transaction Pattern,ATM,808.18,149.07,True,False,Region-03
FRD02063,CUST005779,2024-04-12,Account Takeover,Mobile App,179.95,105.6,True,False,Region-04
FRD02064,CUST006706,2024-05-06,Card Fraud,ATM,538.69,34.64,True,False,Region-06
FRD02065,CUST011271,2024-03-02,Unusual Transaction Pattern,Branch,330.99,606.19,False,False,Region-02
FRD02066,CUST016236,2023-03-16,Identity-related Anomaly,Online Banking,227.24,124.59,True,False,Region-09
FRD02067,CUST006428,2023-10-31,ATM Fraud,Card Network,1212.17,341.06,False,False,Region-10
FRD02068,CUST019430,2024-10-25,Account Takeover,Mobile App,552.99,66.63,True,False,Region-12
FRD02069,CUST012985,2024-11-27,Account Takeover,ATM,456.23,1.28,True,False,Region-01
FRD02070,CUST019181,2023-05-13,Suspicious Transfer,Online Banking,777.21,50.45,True,False,Region-06
FRD02071,CUST001761,2023-08-23,Account Takeover,Online Banking,434.01,241.87,False,False,Region-09
FRD02072,CUST008613,2023-11-04,Card Fraud,ATM,483.44,16.25,True,False,Region-09
FRD02073,CUST000912,2023-01-16,ATM Fraud,ATM,1006.92,45.88,True,False,Region-12
FRD02074,CUST002708,2024-05-04,Card Fraud,Online Banking,721.25,20.12,True,False,Region-07
FRD02075,CUST010129,2024-02-24,ATM Fraud,Mobile App,619.48,53.73,True,False,Region-02
FRD02076,CUST007553,2023-10-31,Suspicious Transfer,ATM,48.62,1096.93,False,True,Region-08
FRD02077,CUST019396,2023-03-11,Suspicious Transfer,Mobile App,799.73,65.89,True,False,Region-11
FRD02078,CUST000554,2024-07-27,Identity-related Anomaly,Branch,868.98,12.75,True,False,Region-10
FRD02079,CUST000737,2024-06-01,Unusual Transaction Pattern,ATM,408.42,16.2,True,False,Region-04
FRD02080,CUST009656,2024-07-14,Unusual Transaction Pattern,Card Network,588.28,13.96,True,False,Region-10
FRD02081,CUST002183,2023-03-31,Suspicious Transfer,Online Banking,1191.43,111.29,True,False,Region-05
FRD02082,CUST018358,2023-10-24,Suspicious Transfer,ATM,1261.81,38.85,True,False,Region-07
FRD02083,CUST003643,2024-10-03,ATM Fraud,Branch,303.15,1.51,True,False,Region-02
FRD02084,CUST004098,2023-03-21,Suspicious Transfer,ATM,223.87,208.81,True,False,Region-03
FRD02085,CUST011977,2024-04-01,Identity-related Anomaly,Card Network,511.73,22.54,True,False,Region-03
FRD02086,CUST004094,2024-09-03,Card Fraud,Online Banking,439.11,23.38,True,False,Region-02
FRD02087,CUST008462,2024-06-20,Suspicious Transfer,Branch,995.35,13.32,True,False,Region-04
FRD02088,CUST019127,2024-08-07,ATM Fraud,Card Network,518.97,83.67,True,False,Region-11
FRD02089,CUST002823,2024-07-13,Suspicious Transfer,Online Banking,1547.01,122.93,True,False,Region-03
FRD02090,CUST014846,2024-02-14,Card Fraud,Mobile App,620.8,116.75,True,False,Region-07
FRD02091,CUST014484,2023-06-08,Account Takeover,Online Banking,450.73,104.68,True,False,Region-10
FRD02092,CUST001545,2024-07-01,Suspicious Transfer,ATM,291.48,11.01,True,False,Region-08
FRD02093,CUST004818,2024-05-26,Account Takeover,Card Network,599.64,51.47,True,False,Region-11
FRD02094,CUST008550,2023-11-07,Account Takeover,Online Banking,185.59,74.78,True,False,Region-08
FRD02095,CUST001273,2023-10-20,Suspicious Transfer,ATM,494.12,22.9,True,False,Region-07
FRD02096,CUST009715,2024-04-13,Unusual Transaction Pattern,Online Banking,608.53,39.76,True,False,Region-08
FRD02097,CUST015332,2023-09-27,Card Fraud,Card Network,265.3,29.09,True,False,Region-08
FRD02098,CUST010347,2023-10-04,Identity-related Anomaly,Online Banking,1161.54,91.93,True,False,Region-06
FRD02099,CUST000930,2024-04-27,Card Fraud,ATM,1622.46,40.39,True,False,Region-11
FRD02100,CUST017661,2023-12-06,Card Fraud,Card Network,702.07,87.06,True,False,Region-01
FRD02101,CUST014613,2023-09-16,Card Fraud,Mobile App,555.25,67.92,True,False,Region-01
FRD02102,CUST011682,2023-06-26,Suspicious Transfer,Mobile App,193.6,7.32,True,False,Region-07
FRD02103,CUST015486,2023-10-09,Card Fraud,Card Network,686.5,18.77,True,False,Region-10
FRD02104,CUST000925,2024-04-25,Identity-related Anomaly,Branch,1461.97,477.36,True,False,Region-05
FRD02105,CUST003537,2023-03-12,Card Fraud,Card Network,1075.19,87.99,True,False,Region-07
FRD02106,CUST004705,2023-07-06,Account Takeover,Mobile App,572.0,77.08,True,False,Region-04
FRD02107,CUST001072,2024-11-06,ATM Fraud,Branch,716.3,8.95,True,False,Region-08
FRD02108,CUST008561,2024-10-17,Card Fraud,ATM,1424.01,7.88,True,False,Region-01
FRD02109,CUST012957,2024-05-11,Unusual Transaction Pattern,Mobile App,604.07,3.86,True,False,Region-08
FRD02110,CUST013964,2023-12-19,Suspicious Transfer,ATM,829.54,2.08,True,False,Region-11
FRD02111,CUST018916,2023-10-05,Suspicious Transfer,ATM,1059.78,113.9,True,False,Region-11
FRD02112,CUST012386,2023-05-19,ATM Fraud,Branch,339.81,1755.24,False,False,Region-07
FRD02113,CUST015089,2024-11-04,Suspicious Transfer,Online Banking,1149.56,68.77,True,False,Region-01
FRD02114,CUST000348,2024-04-22,Account Takeover,Mobile App,270.51,15.1,True,False,Region-09
FRD02115,CUST011232,2023-01-16,Account Takeover,Mobile App,640.74,8.99,True,False,Region-06
FRD02116,CUST005624,2023-09-16,ATM Fraud,ATM,521.56,59.81,True,False,Region-03
FRD02117,CUST012602,2024-06-27,Account Takeover,ATM,299.65,101.63,True,False,Region-05
FRD02118,CUST013131,2024-11-23,Card Fraud,Branch,720.01,414.21,False,False,Region-04
FRD02119,CUST015814,2023-12-23,Card Fraud,Mobile App,112.8,8.14,True,False,Region-08
FRD02120,CUST016237,2023-10-15,Suspicious Transfer,Branch,423.72,476.03,False,True,Region-06
FRD02121,CUST017537,2024-07-10,Account Takeover,Branch,285.52,57.52,True,False,Region-10
FRD02122,CUST017041,2024-11-29,Card Fraud,Branch,1102.61,62.64,True,False,Region-04
FRD02123,CUST018049,2024-05-07,Suspicious Transfer,Card Network,1336.6,1536.22,False,False,Region-08
FRD02124,CUST013079,2023-10-25,Unusual Transaction Pattern,Online Banking,1655.11,140.83,True,False,Region-12
FRD02125,CUST007249,2023-10-05,Card Fraud,Mobile App,179.9,16.87,True,False,Region-04
FRD02126,CUST006275,2024-11-28,Account Takeover,Card Network,339.43,151.25,True,False,Region-03
FRD02127,CUST012225,2024-05-13,Account Takeover,Online Banking,453.96,62.98,True,False,Region-04
FRD02128,CUST002768,2024-10-20,Unusual Transaction Pattern,Branch,979.06,82.42,True,False,Region-01
FRD02129,CUST016969,2024-08-21,Card Fraud,ATM,666.24,102.39,True,False,Region-07
FRD02130,CUST006507,2024-12-21,ATM Fraud,Card Network,2127.04,24.69,True,False,Region-04
FRD02131,CUST019029,2023-05-07,ATM Fraud,ATM,1116.92,21.71,True,False,Region-11
FRD02132,CUST018758,2023-06-08,Unusual Transaction Pattern,Online Banking,302.16,17.75,True,False,Region-03
FRD02133,CUST017216,2024-06-28,Account Takeover,ATM,1417.77,44.39,True,False,Region-04
FRD02134,CUST000784,2023-12-18,ATM Fraud,Branch,970.87,42.46,True,False,Region-02
FRD02135,CUST014351,2023-10-04,Identity-related Anomaly,Card Network,946.97,12.95,True,False,Region-08
FRD02136,CUST002135,2024-11-01,Suspicious Transfer,Branch,292.14,46.06,True,False,Region-03
FRD02137,CUST018929,2023-09-04,Account Takeover,Online Banking,1866.19,357.06,True,False,Region-06
FRD02138,CUST001750,2024-11-18,Suspicious Transfer,Online Banking,1036.28,96.19,True,False,Region-06
FRD02139,CUST007345,2024-07-07,Identity-related Anomaly,Mobile App,417.84,41.58,True,False,Region-10
FRD02140,CUST008718,2023-09-17,Card Fraud,Mobile App,403.04,44.82,True,False,Region-12
FRD02141,CUST005479,2024-06-30,Suspicious Transfer,Online Banking,162.57,77.53,True,False,Region-09
