loan_id,customer_id,product_id,loan_type,origination_date,term_months,interest_rate,loan_amount,outstanding_balance,probability_of_default,exposure_at_default,loss_given_default,dpd_bucket,default_flag,risk_bucket,branch_id,region,acquisition_channel,expected_credit_loss
LN014555,CUST018511,PRD06,Auto Loan,2023-11-19,60,0.11,29165.29,11108.33,0.004,16102.44,0.416,Current,False,Low,BR023,Region-05,CH10,26.79
LN014556,CUST018513,PRD11,Overdraft Facility,2024-05-21,12,0.2,628.44,413.33,0.004,562.66,0.534,Current,False,Low,BR002,Region-11,CH07,1.2
LN014557,CUST018514,PRD11,Overdraft Facility,2024-12-12,12,0.2,13302.51,7665.09,0.0314,9657.93,0.377,Current,False,Elevated,BR021,Region-06,CH09,114.33
LN014558,CUST018516,PRD06,Auto Loan,2020-05-09,60,0.11,2256.63,1431.62,0.0455,1911.78,0.33,Current,False,High,BR019,Region-01,CH02,28.71
LN014559,CUST018516,PRD08,Consumer Loan,2024-03-04,24,0.18,896.05,322.38,0.004,568.13,0.539,Current,False,High,BR019,Region-01,CH02,1.22
LN014560,CUST018517,PRD07,Mortgage,2019-09-28,240,0.085,9866.94,5014.14,0.0756,7015.81,0.5,Current,False,Moderate,BR008,Region-04,CH10,265.2
LN014561,CUST018519,PRD07,Mortgage,2020-10-26,240,0.085,41933.87,30061.57,0.0933,28013.83,0.534,Current,False,Elevated,BR013,Region-12,CH07,1395.71
LN014562,CUST018523,PRD11,Overdraft Facility,2020-04-14,12,0.2,2056.72,1638.78,0.0155,1161.71,0.533,Current,False,Moderate,BR015,Region-06,CH03,9.6
LN014563,CUST018523,PRD07,Mortgage,2022-05-03,240,0.085,8161.88,2995.08,0.0531,8123.02,0.393,Current,False,Moderate,BR015,Region-06,CH03,169.51
LN014564,CUST018527,PRD07,Mortgage,2021-06-20,240,0.085,7259.91,1613.78,0.019,5986.07,0.375,Current,False,Low,BR017,Region-08,CH06,42.65
LN014565,CUST018530,PRD08,Consumer Loan,2024-05-06,24,0.18,3993.69,1661.57,0.004,3490.2,0.441,Current,False,Low,BR012,Region-01,CH03,6.16
LN014566,CUST018531,PRD06,Auto Loan,2024-09-18,60,0.11,1754.11,1507.23,0.0202,1619.61,0.522,Current,False,Elevated,BR012,Region-05,CH04,17.08
LN014567,CUST018532,PRD06,Auto Loan,2024-07-10,60,0.11,1548.31,608.28,0.0232,1386.33,0.466,Current,False,Low,BR025,Region-10,CH09,14.99
LN014568,CUST018534,PRD06,Auto Loan,2021-02-26,60,0.11,953.34,783.59,0.0123,745.32,0.329,Current,False,Low,BR023,Region-05,CH02,3.02
LN014569,CUST018537,PRD06,Auto Loan,2022-05-18,60,0.11,15941.31,13646.66,0.004,11148.11,0.391,Current,False,Low,BR015,Region-08,CH08,17.44
LN014570,CUST018537,PRD05,Personal Loan,2022-03-14,36,0.16,14943.23,12568.08,0.004,12299.34,0.542,Current,False,Low,BR015,Region-08,CH08,26.66
LN014571,CUST018539,PRD06,Auto Loan,2022-06-09,60,0.11,1088.75,541.93,0.0144,939.13,0.579,Current,False,Low,BR023,Region-12,CH03,7.83
LN014572,CUST018543,PRD06,Auto Loan,2020-04-07,60,0.11,2952.08,2190.74,0.004,2468.76,0.227,Current,False,Low,BR019,Region-10,CH09,2.24
LN014573,CUST018544,PRD05,Personal Loan,2024-12-18,36,0.16,5227.31,2205.98,0.0259,4030.35,0.274,Current,False,Elevated,BR005,Region-02,CH11,28.6
LN014574,CUST018545,PRD06,Auto Loan,2024-08-17,60,0.11,54348.4,37414.04,0.0068,43506.24,0.545,Current,False,Low,BR017,Region-10,CH03,161.23
LN014575,CUST018547,PRD06,Auto Loan,2023-10-29,60,0.11,7197.15,6077.04,0.004,3723.33,0.448,Current,False,Low,BR025,Region-01,CH10,6.67
LN014576,CUST018548,PRD06,Auto Loan,2024-04-11,60,0.11,926.52,879.33,0.0253,792.04,0.261,60-89,False,Moderate,BR022,Region-07,CH02,5.23
LN014577,CUST018548,PRD11,Overdraft Facility,2020-07-12,12,0.2,500.0,329.03,0.004,428.94,0.443,Current,False,Moderate,BR022,Region-07,CH02,0.76
LN014578,CUST018549,PRD08,Consumer Loan,2024-12-24,24,0.18,3680.22,2740.38,0.0604,2441.52,0.419,Current,False,Critical,BR020,Region-09,CH03,61.79
LN014579,CUST018550,PRD05,Personal Loan,2022-09-08,36,0.16,747.71,425.74,0.004,607.25,0.426,Current,False,Low,BR018,Region-01,CH03,1.03
LN014580,CUST018552,PRD06,Auto Loan,2022-09-12,60,0.11,1748.67,639.83,0.004,1541.6,0.586,Current,False,Moderate,BR016,Region-02,CH02,3.61
LN014581,CUST018552,PRD05,Personal Loan,2021-07-11,36,0.16,804.44,722.63,0.0085,513.46,0.358,Current,False,Moderate,BR016,Region-02,CH02,1.56
LN014582,CUST018553,PRD11,Overdraft Facility,2019-05-29,12,0.2,1054.58,334.41,0.008,732.65,0.478,Current,False,Low,BR007,Region-07,CH01,2.8
LN014583,CUST018558,PRD07,Mortgage,2024-04-20,240,0.085,42352.31,39924.26,0.1014,32617.54,0.396,Current,False,High,BR003,Region-11,CH10,1309.74
LN014584,CUST018558,PRD11,Overdraft Facility,2024-07-28,12,0.2,20035.18,4186.73,0.0591,17032.65,0.428,Current,False,High,BR003,Region-11,CH10,430.84
LN014585,CUST018559,PRD11,Overdraft Facility,2022-12-11,12,0.2,2568.68,1810.43,0.0082,2162.94,0.54,Current,False,Moderate,BR006,Region-01,CH11,9.58
LN014586,CUST018560,PRD06,Auto Loan,2024-11-07,60,0.11,11846.39,2753.93,0.0172,10609.28,0.533,Current,False,Moderate,BR012,Region-08,CH01,97.26
LN014587,CUST018560,PRD05,Personal Loan,2023-12-20,36,0.16,6802.78,6400.01,0.0092,4785.22,0.45,Current,False,Moderate,BR012,Region-08,CH01,19.81
LN014588,CUST018561,PRD11,Overdraft Facility,2022-04-22,12,0.2,1059.87,274.51,0.0079,851.12,0.517,Current,False,Low,BR005,Region-05,CH06,3.48
LN014589,CUST018563,PRD06,Auto Loan,2019-03-18,60,0.11,2432.17,1389.88,0.004,2194.25,0.379,Current,False,Low,BR002,Region-08,CH01,3.33
LN014590,CUST018563,PRD11,Overdraft Facility,2024-08-02,12,0.2,6438.99,5699.6,0.0105,4036.33,0.406,Current,False,Low,BR002,Region-08,CH01,17.21
LN014591,CUST018564,PRD05,Personal Loan,2022-02-03,36,0.16,8473.94,2569.78,0.004,5823.51,0.296,Current,False,Low,BR020,Region-08,CH08,6.9
LN014592,CUST018564,PRD07,Mortgage,2021-10-18,240,0.085,18341.18,13534.07,0.0413,12565.52,0.579,Current,False,Low,BR020,Region-08,CH08,300.48
LN014593,CUST018566,PRD06,Auto Loan,2020-03-31,60,0.11,8623.91,5251.51,0.0042,5766.54,0.653,Current,False,Low,BR021,Region-12,CH01,15.82
LN014594,CUST018566,PRD07,Mortgage,2023-05-26,240,0.085,20547.01,8816.6,0.0266,12512.16,0.671,Current,False,Low,BR021,Region-12,CH01,223.32
LN014595,CUST018567,PRD07,Mortgage,2024-12-31,240,0.085,17070.74,6937.76,0.0656,14161.09,0.719,Current,False,Elevated,BR019,Region-07,CH12,667.93
LN014596,CUST018568,PRD11,Overdraft Facility,2024-10-31,12,0.2,9124.13,6885.55,0.0046,8096.8,0.332,Current,False,Moderate,BR023,Region-11,CH03,12.37
LN014597,CUST018568,PRD08,Consumer Loan,2023-08-01,24,0.18,6518.04,2600.38,0.004,5405.38,0.15,Current,False,Moderate,BR023,Region-11,CH03,3.24
LN014598,CUST018570,PRD06,Auto Loan,2020-04-04,60,0.11,500.0,355.67,0.004,348.64,0.42,Current,False,Low,BR014,Region-08,CH11,0.59
LN014599,CUST018571,PRD11,Overdraft Facility,2017-10-04,12,0.2,1028.21,459.15,0.0078,916.48,0.646,Current,False,Low,BR017,Region-09,CH02,4.62
LN014600,CUST018571,PRD07,Mortgage,2019-11-05,240,0.085,7260.05,3834.63,0.0255,6754.36,0.248,60-89,False,Low,BR017,Region-09,CH02,42.71
LN014601,CUST018572,PRD06,Auto Loan,2022-04-21,60,0.11,3201.69,1410.22,0.004,1658.12,0.567,Current,False,Moderate,BR006,Region-05,CH02,3.76
LN014602,CUST018572,PRD08,Consumer Loan,2021-03-31,24,0.18,8032.39,6960.5,0.0333,4454.27,0.499,30-59,False,Moderate,BR006,Region-05,CH02,74.02
LN014603,CUST018574,PRD06,Auto Loan,2022-09-23,60,0.11,1387.43,1277.8,0.0313,1124.29,0.419,Current,False,Low,BR023,Region-04,CH12,14.74
LN014604,CUST018574,PRD11,Overdraft Facility,2020-11-05,12,0.2,974.61,881.43,0.0062,494.36,0.527,Current,False,Low,BR023,Region-04,CH12,1.62
LN014605,CUST018576,PRD06,Auto Loan,2022-06-29,60,0.11,3772.27,2504.82,0.004,3757.48,0.402,Current,False,Low,BR025,Region-03,CH07,6.04
LN014606,CUST018577,PRD08,Consumer Loan,2023-08-22,24,0.18,5728.1,2769.95,0.0263,3909.61,0.406,Current,False,Moderate,BR007,Region-09,CH12,41.75
LN014607,CUST018578,PRD08,Consumer Loan,2024-11-18,24,0.18,13747.15,12300.93,0.0279,13324.2,0.363,Current,False,Moderate,BR025,Region-10,CH06,134.94
LN014608,CUST018579,PRD05,Personal Loan,2023-02-04,36,0.16,6003.64,4574.71,0.0186,5659.49,0.505,Current,False,Moderate,BR016,Region-04,CH02,53.16
LN014609,CUST018579,PRD06,Auto Loan,2023-02-19,60,0.11,6278.0,4535.78,0.0231,4403.17,0.343,Current,False,Moderate,BR016,Region-04,CH02,34.89
LN014610,CUST018579,PRD07,Mortgage,2024-05-25,240,0.085,20774.79,12181.92,0.065,19593.36,0.431,30-59,False,Moderate,BR016,Region-04,CH02,548.91
LN014611,CUST018583,PRD11,Overdraft Facility,2024-03-07,12,0.2,7071.51,5075.48,0.0193,3643.13,0.31,Current,False,Moderate,BR008,Region-11,CH12,21.8
LN014612,CUST018584,PRD07,Mortgage,2024-10-14,240,0.085,73745.51,31244.25,0.1379,51718.65,0.487,30-59,False,High,BR017,Region-12,CH07,3473.28
LN014613,CUST018586,PRD08,Consumer Loan,2024-10-25,24,0.18,2818.83,1740.32,0.004,1854.77,0.369,Current,False,Elevated,BR025,Region-10,CH11,2.74
LN014614,CUST018589,PRD11,Overdraft Facility,2024-11-15,12,0.2,7622.15,6376.39,0.0301,3901.93,0.674,30-59,False,High,BR014,Region-04,CH02,79.16
LN014615,CUST018590,PRD05,Personal Loan,2020-05-10,36,0.16,1613.46,1109.04,0.019,1357.38,0.299,Current,False,Elevated,BR003,Region-07,CH02,7.71
LN014616,CUST018590,PRD06,Auto Loan,2024-07-15,60,0.11,1399.93,1072.51,0.0068,803.95,0.463,Current,False,Elevated,BR003,Region-07,CH02,2.53
LN014617,CUST018590,PRD11,Overdraft Facility,2024-06-15,12,0.2,1322.6,1100.82,0.0154,1157.57,0.424,Current,False,Elevated,BR003,Region-07,CH02,7.56
LN014618,CUST018590,PRD08,Consumer Loan,2021-11-20,24,0.18,1806.35,1471.7,0.004,1217.33,0.474,Current,False,Elevated,BR003,Region-07,CH02,2.31
LN014619,CUST018592,PRD11,Overdraft Facility,2018-05-30,12,0.2,509.51,147.5,0.004,469.26,0.534,Current,False,Low,BR017,Region-05,CH03,1.0
LN014620,CUST018593,PRD11,Overdraft Facility,2019-10-21,12,0.2,1975.27,397.47,0.0204,1826.86,0.486,Current,False,Elevated,BR013,Region-04,CH10,18.11
LN014621,CUST018595,PRD07,Mortgage,2021-11-19,240,0.085,3169.28,1159.28,0.0421,2803.32,0.302,90+,True,Low,BR005,Region-05,CH08,35.64
LN014622,CUST018597,PRD05,Personal Loan,2023-02-18,36,0.16,21290.96,11260.15,0.0041,11630.41,0.365,Current,False,Moderate,BR020,Region-06,CH11,17.4
LN014623,CUST018598,PRD06,Auto Loan,2023-07-01,60,0.11,2625.81,2438.86,0.0246,1732.01,0.463,Current,False,Moderate,BR008,Region-05,CH05,19.73
LN014624,CUST018602,PRD07,Mortgage,2022-01-05,240,0.085,4419.4,2039.96,0.1723,4220.99,0.468,Current,False,High,BR021,Region-10,CH02,340.37
LN014625,CUST018602,PRD08,Consumer Loan,2023-01-19,24,0.18,1563.38,996.77,0.0496,1204.75,0.436,Current,False,High,BR021,Region-10,CH02,26.05
LN014626,CUST018605,PRD05,Personal Loan,2024-01-20,36,0.16,2026.27,449.83,0.0183,1491.72,0.345,Current,False,Low,BR012,Region-08,CH06,9.42
LN014627,CUST018606,PRD11,Overdraft Facility,2024-01-31,12,0.2,5559.5,3685.73,0.0144,5519.08,0.471,Current,False,Elevated,BR009,Region-08,CH05,37.43
LN014628,CUST018606,PRD08,Consumer Loan,2023-12-30,24,0.18,1494.06,956.26,0.005,1342.86,0.309,Current,False,Elevated,BR009,Region-08,CH05,2.07
LN014629,CUST018608,PRD08,Consumer Loan,2020-05-17,24,0.18,2554.41,2174.5,0.0085,2158.85,0.391,Current,False,Elevated,BR006,Region-03,CH02,7.17
LN014630,CUST018608,PRD05,Personal Loan,2022-06-10,36,0.16,4601.84,2224.68,0.0311,3247.85,0.546,Current,False,Elevated,BR006,Region-03,CH02,55.15
LN014631,CUST018611,PRD07,Mortgage,2024-06-15,240,0.085,8400.61,4693.91,0.0628,6727.06,0.54,Current,False,Moderate,BR017,Region-09,CH05,228.13
LN014632,CUST018612,PRD08,Consumer Loan,2023-05-19,24,0.18,705.67,594.4,0.004,692.74,0.293,Current,False,Low,BR019,Region-10,CH02,0.81
LN014633,CUST018612,PRD05,Personal Loan,2019-11-29,36,0.16,1964.12,1400.31,0.0254,1479.38,0.558,30-59,False,Low,BR019,Region-10,CH02,20.97
LN014634,CUST018613,PRD11,Overdraft Facility,2019-05-14,12,0.2,3149.91,1893.61,0.004,2380.79,0.423,Current,False,Low,BR020,Region-04,CH06,4.03
LN014635,CUST018613,PRD07,Mortgage,2020-06-27,240,0.085,25889.71,8160.16,0.02,13688.51,0.292,30-59,False,Low,BR020,Region-04,CH06,79.94
LN014636,CUST018613,PRD08,Consumer Loan,2019-05-29,24,0.18,2646.11,544.22,0.004,2399.79,0.249,Current,False,Low,BR020,Region-04,CH06,2.39
LN014637,CUST018614,PRD07,Mortgage,2024-01-15,240,0.085,30324.98,6239.44,0.024,25695.37,0.504,Current,False,Low,BR018,Region-08,CH11,310.81
LN014638,CUST018614,PRD08,Consumer Loan,2022-06-26,24,0.18,2051.21,538.53,0.0207,1790.06,0.571,Current,False,Low,BR018,Region-08,CH11,21.16
LN014639,CUST018616,PRD07,Mortgage,2020-11-22,240,0.085,2671.24,2330.47,0.0321,1414.41,0.435,Current,False,Moderate,BR010,Region-03,CH08,19.75
LN014640,CUST018616,PRD08,Consumer Loan,2020-05-18,24,0.18,1196.36,437.33,0.0228,767.77,0.48,Current,False,Moderate,BR010,Region-03,CH08,8.4
LN014641,CUST018617,PRD07,Mortgage,2019-01-02,240,0.085,3159.96,1101.92,0.0055,2160.63,0.578,Current,False,Low,BR015,Region-07,CH09,6.87
LN014642,CUST018618,PRD07,Mortgage,2024-09-25,240,0.085,26959.98,24667.06,0.0803,20103.33,0.666,30-59,False,Elevated,BR013,Region-04,CH09,1075.12
LN014643,CUST018621,PRD07,Mortgage,2021-04-30,240,0.085,3961.51,1398.52,0.0489,3782.82,0.248,Current,False,Moderate,BR006,Region-04,CH03,45.88
LN014644,CUST018622,PRD08,Consumer Loan,2023-07-10,24,0.18,12774.28,3101.82,0.0157,12256.99,0.375,Current,False,Moderate,BR021,Region-04,CH09,72.16
LN014645,CUST018623,PRD05,Personal Loan,2023-12-23,36,0.16,4317.2,2837.12,0.048,3509.23,0.38,60-89,False,High,BR004,Region-07,CH02,64.01
LN014646,CUST018624,PRD08,Consumer Loan,2021-07-22,24,0.18,10316.68,8079.87,0.004,9297.23,0.405,Current,False,Low,BR025,Region-11,CH07,15.06
LN014647,CUST018626,PRD07,Mortgage,2017-12-24,240,0.085,22372.91,12824.44,0.0349,20167.19,0.294,Current,False,Low,BR025,Region-07,CH03,206.93
LN014648,CUST018628,PRD06,Auto Loan,2021-08-28,60,0.11,1249.3,779.87,0.004,720.64,0.374,Current,False,Moderate,BR001,Region-03,CH12,1.08
LN014649,CUST018628,PRD07,Mortgage,2023-08-29,240,0.085,4639.2,4012.92,0.0566,4597.38,0.538,Current,False,Moderate,BR001,Region-03,CH12,139.99
LN014650,CUST018631,PRD05,Personal Loan,2020-10-06,36,0.16,4229.66,3238.16,0.0289,3049.92,0.552,30-59,False,Low,BR011,Region-07,CH07,48.65
LN014651,CUST018631,PRD06,Auto Loan,2024-02-22,60,0.11,4031.63,3677.24,0.0148,4016.82,0.554,Current,False,Low,BR011,Region-07,CH07,32.93
LN014652,CUST018631,PRD08,Consumer Loan,2024-09-28,24,0.18,1472.66,1121.76,0.0126,1337.12,0.525,Current,False,Low,BR011,Region-07,CH07,8.85
LN014653,CUST018632,PRD11,Overdraft Facility,2024-07-10,12,0.2,552.23,465.17,0.004,393.14,0.507,Current,False,High,BR012,Region-02,CH12,0.8
LN014654,CUST018633,PRD05,Personal Loan,2020-02-26,36,0.16,2053.35,650.74,0.004,1206.41,0.435,Current,False,Moderate,BR012,Region-09,CH04,2.1
LN014655,CUST018633,PRD06,Auto Loan,2023-05-25,60,0.11,3925.42,3448.97,0.004,3372.14,0.55,Current,False,Moderate,BR012,Region-09,CH04,7.42
LN014656,CUST018635,PRD06,Auto Loan,2023-09-12,60,0.11,1534.27,497.1,0.0292,1270.83,0.571,Current,False,Elevated,BR016,Region-07,CH12,21.19
LN014657,CUST018635,PRD07,Mortgage,2023-07-18,240,0.085,12134.93,6386.07,0.1134,10334.58,0.412,30-59,False,Elevated,BR016,Region-07,CH12,482.84
LN014658,CUST018638,PRD05,Personal Loan,2021-08-18,36,0.16,13822.62,6952.19,0.0059,8024.85,0.339,Current,False,Low,BR002,Region-07,CH07,16.05
LN014659,CUST018638,PRD07,Mortgage,2022-08-12,240,0.085,57394.3,40526.29,0.0471,40992.4,0.318,Current,False,Low,BR002,Region-07,CH07,613.98
LN014660,CUST018640,PRD08,Consumer Loan,2022-11-24,24,0.18,777.68,385.63,0.004,752.4,0.431,Current,False,High,BR014,Region-03,CH01,1.3
LN014661,CUST018641,PRD05,Personal Loan,2018-08-20,36,0.16,47874.66,18102.91,0.0197,38281.49,0.639,Current,False,Elevated,BR016,Region-04,CH08,481.9
LN014662,CUST018642,PRD07,Mortgage,2024-09-20,240,0.085,6611.07,5202.63,0.0376,6465.51,0.561,Current,False,Low,BR007,Region-04,CH09,136.38
LN014663,CUST018644,PRD07,Mortgage,2024-09-14,240,0.085,57685.95,18336.56,0.1286,51694.05,0.416,90+,True,High,BR007,Region-11,CH03,2765.51
LN014664,CUST018646,PRD06,Auto Loan,2022-02-04,60,0.11,5932.43,1613.57,0.0335,4066.29,0.328,Current,False,Elevated,BR012,Region-03,CH01,44.68
LN014665,CUST018648,PRD05,Personal Loan,2024-06-22,36,0.16,2335.71,2118.31,0.0171,1450.67,0.566,Current,False,Elevated,BR003,Region-06,CH11,14.04
LN014666,CUST018648,PRD06,Auto Loan,2024-12-12,60,0.11,5907.77,1219.81,0.0537,5105.12,0.491,Current,False,Elevated,BR003,Region-06,CH11,134.61
LN014667,CUST018648,PRD08,Consumer Loan,2023-05-10,24,0.18,2332.26,1681.14,0.0167,1332.46,0.293,Current,False,Elevated,BR003,Region-06,CH11,6.52
LN014668,CUST018649,PRD06,Auto Loan,2024-01-23,60,0.11,2022.74,824.19,0.004,1791.89,0.308,Current,False,Low,BR022,Region-08,CH09,2.21
LN014669,CUST018649,PRD11,Overdraft Facility,2022-05-20,12,0.2,6800.08,6077.41,0.0128,3616.2,0.375,Current,False,Low,BR022,Region-08,CH09,17.36
LN014670,CUST018649,PRD05,Personal Loan,2023-01-06,36,0.16,1224.44,884.3,0.004,1065.11,0.385,Current,False,Low,BR022,Region-08,CH09,1.64
LN014671,CUST018651,PRD08,Consumer Loan,2022-01-02,24,0.18,1133.53,993.76,0.0442,933.15,0.443,Current,False,High,BR014,Region-07,CH02,18.27
LN014672,CUST018653,PRD07,Mortgage,2023-10-15,240,0.085,6428.13,4708.14,0.1602,3464.46,0.54,Current,False,High,BR008,Region-06,CH06,299.7
LN014673,CUST018653,PRD05,Personal Loan,2024-12-26,36,0.16,500.0,356.41,0.0173,345.1,0.351,Current,False,High,BR008,Region-06,CH06,2.1
LN014674,CUST018654,PRD07,Mortgage,2024-10-17,240,0.085,11266.98,3123.88,0.2843,8484.99,0.489,60-89,False,Critical,BR012,Region-10,CH04,1179.61
LN014675,CUST018656,PRD08,Consumer Loan,2024-10-22,24,0.18,1401.39,856.16,0.0275,1016.99,0.593,Current,False,Low,BR008,Region-07,CH01,16.58
LN014676,CUST018657,PRD07,Mortgage,2019-12-30,240,0.085,13884.52,9460.87,0.0659,7444.93,0.415,Current,False,Elevated,BR024,Region-03,CH01,203.61
LN014677,CUST018658,PRD05,Personal Loan,2024-09-14,36,0.16,4416.29,2823.34,0.0236,2824.2,0.414,Current,False,Elevated,BR019,Region-09,CH03,27.59
LN014678,CUST018660,PRD08,Consumer Loan,2021-08-31,24,0.18,8500.1,4522.83,0.0305,8257.97,0.346,60-89,False,Moderate,BR016,Region-08,CH03,87.15
LN014679,CUST018662,PRD05,Personal Loan,2023-03-20,36,0.16,2630.44,1304.09,0.0073,2550.78,0.493,Current,False,Low,BR024,Region-05,CH01,9.18
LN014680,CUST018663,PRD05,Personal Loan,2022-01-25,36,0.16,6393.36,3653.98,0.0603,6298.74,0.388,Current,False,High,BR019,Region-05,CH04,147.37
LN014681,CUST018665,PRD05,Personal Loan,2024-12-22,36,0.16,12693.02,3583.75,0.0205,8676.92,0.338,Current,False,Moderate,BR021,Region-05,CH03,60.12
LN014682,CUST018665,PRD06,Auto Loan,2023-09-24,60,0.11,12035.04,2727.64,0.023,8864.53,0.458,Current,False,Moderate,BR021,Region-05,CH03,93.38
LN014683,CUST018665,PRD11,Overdraft Facility,2024-09-09,12,0.2,16655.18,12235.3,0.014,9384.22,0.411,Current,False,Moderate,BR021,Region-05,CH03,54.0
LN014684,CUST018666,PRD05,Personal Loan,2021-01-01,36,0.16,730.3,603.03,0.0094,688.48,0.54,Current,False,Low,BR011,Region-11,CH05,3.49
LN014685,CUST018667,PRD05,Personal Loan,2024-02-23,36,0.16,11610.36,3423.47,0.0338,6489.32,0.402,Current,False,High,BR024,Region-05,CH12,88.17
LN014686,CUST018670,PRD07,Mortgage,2022-10-27,240,0.085,45694.29,18629.73,0.0613,31119.32,0.327,Current,False,Moderate,BR016,Region-03,CH06,623.79
LN014687,CUST018671,PRD11,Overdraft Facility,2024-01-16,12,0.2,7406.93,5784.83,0.004,6201.53,0.486,Current,False,Low,BR008,Region-05,CH01,12.06
LN014688,CUST018673,PRD11,Overdraft Facility,2022-08-27,12,0.2,7697.94,5664.7,0.004,6529.08,0.449,Current,False,Moderate,BR004,Region-07,CH06,11.73
LN014689,CUST018674,PRD05,Personal Loan,2024-03-16,36,0.16,808.41,525.99,0.0521,508.99,0.364,Current,False,Critical,BR005,Region-04,CH09,9.65
LN014690,CUST018674,PRD11,Overdraft Facility,2021-05-19,12,0.2,1676.6,1148.28,0.1002,1570.48,0.368,Current,False,Critical,BR005,Region-04,CH09,57.91
LN014691,CUST018675,PRD05,Personal Loan,2022-11-18,36,0.16,7560.15,6049.37,0.0155,5272.93,0.278,Current,False,Elevated,BR012,Region-12,CH08,22.72
LN014692,CUST018678,PRD08,Consumer Loan,2024-08-17,24,0.18,6703.81,4250.51,0.015,4637.43,0.412,Current,False,Low,BR007,Region-07,CH01,28.66
LN014693,CUST018680,PRD05,Personal Loan,2024-10-17,36,0.16,4320.57,2812.41,0.0583,3483.27,0.554,Current,False,Elevated,BR012,Region-05,CH10,112.5
LN014694,CUST018680,PRD11,Overdraft Facility,2024-07-04,12,0.2,1051.17,871.63,0.004,606.74,0.433,Current,False,Elevated,BR012,Region-05,CH10,1.05
LN014695,CUST018680,PRD08,Consumer Loan,2024-08-16,24,0.18,2063.5,575.23,0.0228,1034.15,0.441,Current,False,Elevated,BR012,Region-05,CH10,10.4
LN014696,CUST018681,PRD06,Auto Loan,2024-11-03,60,0.11,2177.96,912.09,0.038,1147.34,0.559,Current,False,Elevated,BR025,Region-12,CH01,24.37
LN014697,CUST018682,PRD06,Auto Loan,2024-09-20,60,0.11,12137.43,6138.16,0.0328,7797.22,0.443,30-59,False,Elevated,BR006,Region-03,CH03,113.3
LN014698,CUST018684,PRD07,Mortgage,2024-12-25,240,0.085,9283.71,3406.85,0.0987,5191.36,0.358,30-59,False,High,BR009,Region-09,CH10,183.43
LN014699,CUST018687,PRD05,Personal Loan,2022-03-07,36,0.16,1562.61,1104.66,0.011,1388.97,0.505,Current,False,Low,BR008,Region-02,CH12,7.72
LN014700,CUST018687,PRD06,Auto Loan,2022-07-04,60,0.11,4676.54,1518.63,0.0067,2900.32,0.4,Current,False,Low,BR008,Region-02,CH12,7.77
LN014701,CUST018688,PRD07,Mortgage,2021-04-18,240,0.085,25984.28,18354.81,0.0359,16576.7,0.491,Current,False,Low,BR002,Region-06,CH12,292.2
LN014702,CUST018688,PRD08,Consumer Loan,2020-05-27,24,0.18,960.21,289.37,0.0066,722.79,0.617,Current,False,Low,BR002,Region-06,CH12,2.94
LN014703,CUST018689,PRD08,Consumer Loan,2023-08-05,24,0.18,1384.46,499.67,0.0202,992.6,0.562,60-89,False,Moderate,BR010,Region-07,CH08,11.27
LN014704,CUST018690,PRD07,Mortgage,2017-04-09,240,0.085,16195.23,13123.94,0.0736,10208.42,0.53,90+,True,Moderate,BR014,Region-08,CH08,398.21
LN014705,CUST018691,PRD05,Personal Loan,2021-06-01,36,0.16,1113.49,629.88,0.0062,566.09,0.609,Current,False,Elevated,BR010,Region-10,CH05,2.14
LN014706,CUST018692,PRD11,Overdraft Facility,2024-11-01,12,0.2,7811.15,4535.74,0.0187,6352.87,0.541,30-59,False,Low,BR008,Region-12,CH07,64.27
LN014707,CUST018696,PRD08,Consumer Loan,2019-04-12,24,0.18,7709.32,2183.22,0.0088,4812.18,0.422,Current,False,Low,BR004,Region-04,CH02,17.87
LN014708,CUST018701,PRD07,Mortgage,2022-01-07,240,0.085,16960.4,3837.3,0.0245,10090.88,0.452,Current,False,Moderate,BR023,Region-02,CH04,111.75
LN014709,CUST018702,PRD08,Consumer Loan,2024-04-16,24,0.18,25389.91,13004.91,0.0428,23485.72,0.647,Current,False,Elevated,BR016,Region-10,CH02,650.36
LN014710,CUST018704,PRD05,Personal Loan,2024-07-30,36,0.16,4701.09,2425.06,0.0133,4064.19,0.372,Current,False,Elevated,BR013,Region-03,CH09,20.11
